[2026-01-01 23:58:35.475] [info]  Platform: win32 x64
[2026-01-01 23:58:35.743] [info]    [FILE] System.Private.Xml.dll (7424264 bytes)
[2026-01-01 23:58:35.743] [info]    [FILE] System.Private.Xml.Linq.dll (366856 bytes)
[2026-01-01 23:58:35.744] [info]    [FILE] System.Reflection.DispatchProxy.dll (71944 bytes)
[2026-01-01 23:58:35.744] [info]    [FILE] System.Reflection.dll (16648 bytes)
[2026-01-01 23:58:35.745] [info]    [FILE] System.Reflection.Emit.dll (125232 bytes)
[2026-01-01 23:58:35.745] [info]    [FILE] System.Reflection.Emit.ILGeneration.dll (16136 bytes)
[2026-01-01 23:58:35.746] [info]    [FILE] System.Reflection.Emit.Lightweight.dll (16136 bytes)
[2026-01-01 23:58:35.746] [info]    [FILE] System.Reflection.Extensions.dll (15624 bytes)
[2026-01-01 23:58:35.747] [info]    [FILE] System.Reflection.Metadata.dll (1063184 bytes)
[2026-01-01 23:58:35.747] [info]    [FILE] System.Reflection.Primitives.dll (16136 bytes)
[2026-01-01 23:58:35.748] [info]    [FILE] System.Reflection.TypeExtensions.dll (43272 bytes)
[2026-01-01 23:58:35.748] [info]    [FILE] System.Resources.Reader.dll (15672 bytes)
[2026-01-01 23:58:35.749] [info]    [FILE] System.Resources.ResourceManager.dll (16136 bytes)
[2026-01-01 23:58:35.749] [info]    [FILE] System.Resources.Writer.dll (51464 bytes)
[2026-01-01 23:58:35.750] [info]    [FILE] System.Runtime.CompilerServices.Unsafe.dll (15664 bytes)
[2026-01-01 23:58:35.750] [info]    [FILE] System.Runtime.CompilerServices.VisualC.dll (30992 bytes)
[2026-01-01 23:58:35.751] [info]    [FILE] System.Runtime.dll (43792 bytes)
[2026-01-01 23:58:35.751] [info]    [FILE] System.Runtime.Extensions.dll (18184 bytes)
[2026-01-01 23:58:35.752] [info]    [FILE] System.Runtime.Handles.dll (15624 bytes)
[2026-01-01 23:58:35.752] [info]    [FILE] System.Runtime.InteropServices.dll (88328 bytes)
[2026-01-01 23:58:35.753] [info]    [FILE] System.Runtime.InteropServices.JavaScript.dll (51464 bytes)
[2026-01-01 23:58:35.754] [info]    [FILE] System.Runtime.InteropServices.RuntimeInformation.dll (15624 bytes)
[2026-01-01 23:58:35.755] [info]    [FILE] System.Runtime.Intrinsics.dll (17200 bytes)
[2026-01-01 23:58:35.756] [info]    [FILE] System.Runtime.Loader.dll (16136 bytes)
[2026-01-01 23:58:35.756] [info]    [FILE] System.Runtime.Numerics.dll (313648 bytes)
[2026-01-01 23:58:35.757] [info]    [FILE] System.Runtime.Serialization.dll (17160 bytes)
[2026-01-01 23:58:35.757] [info]    [FILE] System.Runtime.Serialization.Formatters.dll (293136 bytes)
[2026-01-01 23:58:35.758] [info]    [FILE] System.Runtime.Serialization.Json.dll (16144 bytes)
[2026-01-01 23:58:35.759] [info]    [FILE] System.Runtime.Serialization.Primitives.dll (39224 bytes)
[2026-01-01 23:58:35.759] [info]    [FILE] System.Runtime.Serialization.Xml.dll (17200 bytes)
[2026-01-01 23:58:35.760] [info]    [FILE] System.Security.AccessControl.dll (211208 bytes)
[2026-01-01 23:58:35.761] [info]    [FILE] System.Security.Claims.dll (92472 bytes)
[2026-01-01 23:58:35.762] [info]    [FILE] System.Security.Cryptography.Algorithms.dll (17712 bytes)
[2026-01-01 23:58:35.763] [info]    [FILE] System.Security.Cryptography.Cng.dll (16648 bytes)
[2026-01-01 23:58:35.763] [info]    [FILE] System.Security.Cryptography.Csp.dll (16144 bytes)
[2026-01-01 23:58:35.764] [info]    [FILE] System.Security.Cryptography.dll (1792264 bytes)
[2026-01-01 23:58:35.765] [info]    [FILE] System.Security.Cryptography.Encoding.dll (16136 bytes)
[2026-01-01 23:58:35.765] [info]    [FILE] System.Security.Cryptography.OpenSsl.dll (15664 bytes)
[2026-01-01 23:58:35.766] [info]    [FILE] System.Security.Cryptography.Pkcs.dll (319776 bytes)
[2026-01-01 23:58:35.767] [info]    [FILE] System.Security.Cryptography.Primitives.dll (16136 bytes)
[2026-01-01 23:58:35.767] [info]    [FILE] System.Security.Cryptography.X509Certificates.dll (17208 bytes)
[2026-01-01 23:58:35.768] [info]    [FILE] System.Security.dll (18696 bytes)
[2026-01-01 23:58:35.769] [info]    [FILE] System.Security.Principal.dll (15632 bytes)
[2026-01-01 23:58:35.770] [info]    [FILE] System.Security.Principal.Windows.dll (166152 bytes)
[2026-01-01 23:58:35.771] [info]    [FILE] System.Security.SecureString.dll (15624 bytes)
[2026-01-01 23:58:35.772] [info]    [FILE] System.ServiceModel.Web.dll (17160 bytes)
[2026-01-01 23:58:35.772] [info]    [FILE] System.ServiceProcess.dll (16136 bytes)
[2026-01-01 23:58:35.773] [info]    [FILE] System.Text.Encoding.CodePages.dll (858416 bytes)
[2026-01-01 23:58:35.774] [info]    [FILE] System.Text.Encoding.dll (16184 bytes)
[2026-01-01 23:58:35.774] [info]    [FILE] System.Text.Encoding.Extensions.dll (16136 bytes)
[2026-01-01 23:58:35.775] [info]    [FILE] System.Text.Encodings.Web.dll (125192 bytes)
[2026-01-01 23:58:35.775] [info]    [FILE] System.Text.Json.dll (1386808 bytes)
[2026-01-01 23:58:35.776] [info]    [FILE] System.Text.RegularExpressions.dll (960776 bytes)
[2026-01-01 23:58:35.776] [info]    [FILE] System.Threading.Channels.dll (121096 bytes)
[2026-01-01 23:58:35.777] [info]    [FILE] System.Threading.dll (80184 bytes)
[2026-01-01 23:58:35.777] [info]    [FILE] System.Threading.Overlapped.dll (16136 bytes)
[2026-01-01 23:58:35.778] [info]    [FILE] System.Threading.Tasks.Dataflow.dll (440584 bytes)
[2026-01-01 23:58:35.778] [info]    [FILE] System.Threading.Tasks.dll (17168 bytes)
[2026-01-01 23:58:35.779] [info]    [FILE] System.Threading.Tasks.Extensions.dll (16136 bytes)
[2026-01-01 23:58:35.780] [info]    [FILE] System.Threading.Tasks.Parallel.dll (121096 bytes)
[2026-01-01 23:58:35.780] [info]    [FILE] System.Threading.Thread.dll (16184 bytes)
[2026-01-01 23:58:35.781] [info]    [FILE] System.Threading.ThreadPool.dll (16184 bytes)
[2026-01-01 23:58:35.781] [info]    [FILE] System.Threading.Timer.dll (15664 bytes)
[2026-01-01 23:58:35.782] [info]    [FILE] System.Transactions.dll (16648 bytes)
[2026-01-01 23:58:35.783] [info]    [FILE] System.Transactions.Local.dll (596272 bytes)
[2026-01-01 23:58:35.783] [info]    [FILE] System.ValueTuple.dll (15632 bytes)
[2026-01-01 23:58:35.784] [info]    [FILE] System.Web.dll (15664 bytes)
[2026-01-01 23:58:35.785] [info]    [FILE] System.Web.HttpUtility.dll (59704 bytes)
[2026-01-01 23:58:35.785] [info]    [FILE] System.Windows.dll (16176 bytes)
[2026-01-01 23:58:35.786] [info]    [FILE] System.Xml.dll (23856 bytes)
[2026-01-01 23:58:35.787] [info]    [FILE] System.Xml.Linq.dll (16136 bytes)
[2026-01-01 23:58:35.788] [info]    [FILE] System.Xml.ReaderWriter.dll (22328 bytes)
[2026-01-01 23:58:35.789] [info]    [FILE] System.Xml.Serialization.dll (16696 bytes)
[2026-01-01 23:58:35.790] [info]    [FILE] System.Xml.XDocument.dll (16136 bytes)
[2026-01-01 23:58:35.790] [info]    [FILE] System.Xml.XmlDocument.dll (16184 bytes)
[2026-01-01 23:58:35.790] [info]    [FILE] System.Xml.XmlSerializer.dll (18184 bytes)
[2026-01-01 23:58:35.791] [info]    [FILE] System.Xml.XPath.dll (16176 bytes)
[2026-01-01 23:58:35.791] [info]    [FILE] System.Xml.XPath.XDocument.dll (30992 bytes)
[2026-01-01 23:58:35.792] [info]    [FILE] WindowsBase.dll (16648 bytes)
[2026-01-01 23:58:35.792] [info]  --- End Directory Structure ---
[2026-01-01 23:58:35.792] [info]  Searching for SiaeBridge.exe...
[2026-01-01 23:58:35.793] [info]  Resource path: C:\Users\Pc\AppData\Local\Programs\Event Four You SIAE Lettore\resources
[2026-01-01 23:58:35.793] [info]    Checking: C:\Users\Pc\AppData\Local\Programs\Event Four You SIAE Lettore\resources\SiaeBridge\SiaeBridge.exe
[2026-01-01 23:58:35.794] [info]    ✓ FOUND: C:\Users\Pc\AppData\Local\Programs\Event Four You SIAE Lettore\resources\SiaeBridge\SiaeBridge.exe
[2026-01-01 23:58:35.794] [info]  ✓ libSIAE.dll found at C:\Users\Pc\AppData\Local\Programs\Event Four You SIAE Lettore\resources\SiaeBridge\libSIAE.dll
[2026-01-01 23:58:35.799] [info]  WebSocket server started on port 18765
[2026-01-01 23:58:35.800] [info]  Auto-connecting to relay...
[2026-01-01 23:58:35.801] [info]  Connecting to relay: wss://manage.eventfouryou.com/ws/bridge
[2026-01-01 23:58:36.071] [info]  Window shown
[2026-01-01 23:58:36.265] [info]  Relay WebSocket connected
[2026-01-01 23:58:36.269] [info]  Sent bridge_register to relay
[2026-01-01 23:58:36.434] [info]  Relay message received: bridge_register_response
[2026-01-01 23:58:36.437] [info]  ✓ Registered with relay successfully
[2026-01-01 23:58:36.441] [info]  Broadcasting status: {"bridgeConnected":false,"readerConnected":false,"cardInserted":false,"cardSerial":null,"cardCounter":null,"cardBalance":null,"cardKeyId":null,"pinLocked":false}
[2026-01-01 23:58:36.445] [debug] Sent status to relay
[2026-01-01 23:58:36.448] [info]  Broadcasting status: {"bridgeConnected":false,"readerConnected":false,"cardInserted":false,"cardSerial":null,"cardCounter":null,"cardBalance":null,"cardKeyId":null,"pinLocked":false}
[2026-01-01 23:58:36.451] [debug] Sent status to relay
[2026-01-01 23:58:39.175] [info]  IPC: relay:switchServer to development
[2026-01-01 23:58:39.177] [info]  Broadcasting status: {"bridgeConnected":false,"readerConnected":false,"cardInserted":false,"cardSerial":null,"cardCounter":null,"cardBalance":null,"cardKeyId":null,"pinLocked":false}
[2026-01-01 23:58:39.178] [info]  Server switched to: wss://1e140314-d94a-4320-bb5f-edbf06f7b556-00-3atrzxa6r3x8c.kirk.replit.dev
[2026-01-01 23:58:39.347] [info]  Relay WebSocket disconnected
[2026-01-01 23:58:39.348] [info]  Broadcasting status: {"bridgeConnected":false,"readerConnected":false,"cardInserted":false,"cardSerial":null,"cardCounter":null,"cardBalance":null,"cardKeyId":null,"pinLocked":false}
[2026-01-01 23:58:39.350] [info]  Scheduling relay reconnect in 1000ms (exponential backoff)
[2026-01-01 23:58:39.683] [info]  Connecting to relay: wss://1e140314-d94a-4320-bb5f-edbf06f7b556-00-3atrzxa6r3x8c.kirk.replit.dev/ws/bridge
[2026-01-01 23:58:40.355] [info]  Connecting to relay: wss://1e140314-d94a-4320-bb5f-edbf06f7b556-00-3atrzxa6r3x8c.kirk.replit.dev/ws/bridge
[2026-01-01 23:58:40.769] [info]  IPC: bridge:start
[2026-01-01 23:58:40.771] [info]  Starting bridge: C:\Users\Pc\AppData\Local\Programs\Event Four You SIAE Lettore\resources\SiaeBridge\SiaeBridge.exe
[2026-01-01 23:58:40.882] [info]  Relay WebSocket connected
[2026-01-01 23:58:40.883] [error] Uncaught exception: Error: WebSocket is not open: readyState 0 (CONNECTING)
    at WebSocket.send (C:\Users\Pc\AppData\Local\Programs\Event Four You SIAE Lettore\resources\app\node_modules\ws\lib\websocket.js:450:13)
    at WebSocket.<anonymous> (C:\Users\Pc\AppData\Local\Programs\Event Four You SIAE Lettore\resources\app\main.js:733:15)
    at WebSocket.emit (node:events:517:28)
    at WebSocket.setSocket (C:\Users\Pc\AppData\Local\Programs\Event Four You SIAE Lettore\resources\app\node_modules\ws\lib\websocket.js:251:10)
    at ClientRequest.<anonymous> (C:\Users\Pc\AppData\Local\Programs\Event Four You SIAE Lettore\resources\app\node_modules\ws\lib\websocket.js:1012:15)
    at ClientRequest.emit (node:events:517:28)
    at TLSSocket.socketOnData (node:_http_client:581:11)
    at TLSSocket.emit (node:events:517:28)
    at addChunk (node:internal/streams/readable:335:12)
    at readableAddChunk (node:internal/streams/readable:308:9)
[2026-01-01 23:58:41.257] [info]  [Bridge] READY
[2026-01-01 23:58:41.257] [info]  Bridge READY
[2026-01-01 23:58:41.258] [info]  Starting automatic status polling every 1000ms
[2026-01-01 23:58:41.258] [info]  Broadcasting status: {"bridgeConnected":true,"readerConnected":false,"cardInserted":false,"cardSerial":null,"cardCounter":null,"cardBalance":null,"cardKeyId":null,"pinLocked":false}
[2026-01-01 23:58:41.259] [info]  Starting automatic status polling every 1000ms
[2026-01-01 23:58:41.264] [info]  IPC: checkReader
[2026-01-01 23:58:41.265] [info]  >> Command: CHECK_READER
[2026-01-01 23:58:41.449] [info]  Relay WebSocket connected
[2026-01-01 23:58:41.451] [info]  Sent bridge_register to relay
[2026-01-01 23:58:41.652] [info]  Relay message received: bridge_register_response
[2026-01-01 23:58:41.653] [info]  ✓ Registered with relay successfully
[2026-01-01 23:58:41.654] [info]  Broadcasting status: {"bridgeConnected":true,"readerConnected":false,"cardInserted":false,"cardSerial":null,"cardCounter":null,"cardBalance":null,"cardKeyId":null,"pinLocked":false}
[2026-01-01 23:58:41.655] [debug] Sent status to relay
[2026-01-01 23:58:41.656] [info]  Broadcasting status: {"bridgeConnected":true,"readerConnected":false,"cardInserted":false,"cardSerial":null,"cardCounter":null,"cardBalance":null,"cardKeyId":null,"pinLocked":false}
[2026-01-01 23:58:41.657] [debug] Sent status to relay
[2026-01-01 23:58:41.785] [error] [Bridge ERROR] Unhandled exception.
[2026-01-01 23:58:41.859] [error] [Bridge ERROR] System.IO.FileNotFoundException: Could not load file or assembly 'System.Security.Permissions, Version=0.0.0.0, Culture=neutral, PublicKeyToken=cc7b13ffcd2ddd51'. Impossibile trovare il file specificato.
File name: 'System.Security.Permissions, Version=0.0.0.0, Culture=neutral, PublicKeyToken=cc7b13ffcd2ddd51'
   at Newtonsoft.Json.Serialization.JsonTypeReflector.get_DynamicCodeGeneration()
   at Newtonsoft.Json.Serialization.DefaultContractResolver.get_DynamicCodeGeneration()
   at Newtonsoft.Json.Serialization.DefaultContractResolver.CreateMemberValueProvider(MemberInfo member)
   at Newtonsoft.Json.Serialization.DefaultContractResolver.CreateProperty(MemberInfo member, MemberSerialization memberSerialization)
   at Newtonsoft.Json.Serialization.DefaultContractResolver.CreateProperties(Type type, MemberSerialization memberSerialization)
   at Newtonsoft.Json.Serialization.DefaultContractResolver.CreateObjectContract(Type objectType)
   at Newtonsoft.Json.Serialization.DefaultContractResolver.CreateContract(Type objectType)
   at System.Collections.Concurrent.ConcurrentDictionary`2.GetOrAdd(TKey key, Func`2 valueFactory)
   at Newtonsoft.Json.Utilities.ThreadSafeStore`2.Get(TKey key)
   at Newtonsoft.Json.Serialization.DefaultContractResolver.ResolveContract(Type type)
   at Newtonsoft.Json.Serialization.JsonSerializerInternalWriter.GetContract(Object value)
   at Newtonsoft.Json.Serialization.JsonSerializerInternalWriter.GetContractSafe(Object value)
   at Newtonsoft.Json.Serialization.JsonSerializerInternalWriter.Serialize(JsonWriter jsonWriter, Object value, Type objectType)
   at Newtonsoft.Json.JsonSerializer.SerializeInternal(JsonWriter jsonWriter, Object value, Type objectType)
   at Newtonsoft.Json.JsonSerializer.Serialize(JsonWriter jsonWriter, Object value, Type objectType)
   at Newtonsoft.Json.JsonConvert.SerializeObjectInternal(Object value, Type type, JsonSerializer jsonSerializer)
   at Newtonsoft.Json.JsonConvert.SerializeObject(Object value, Type type, JsonSerializerSettings settings)
   at Newtonsoft.Json.JsonConvert.SerializeObject(Object value)
   at SiaeBridge.Program.ERR(String msg) in D:\a\event-four-you-siae-lettore\event-four-you-siae-lettore\SiaeBridge\Program.cs:line 217
   at SiaeBridge.Program.Handle(String cmd) in D:\a\event-four-you-siae-lettore\event-four-you-siae-lettore\SiaeBridge\Program.cs:line 212
   at SiaeBridge.Program.Main() in D:\a\event-four-you-siae-lettore\event-four-you-siae-lettore\SiaeBridge\Program.cs:line 142
[2026-01-01 23:58:41.870] [info]  Bridge exited with code 3762504530
[2026-01-01 23:58:44.273] [info]  IPC: checkReader
[2026-01-01 23:58:47.265] [info]  IPC: checkReader
[2026-01-01 23:58:50.266] [info]  IPC: checkReader
[2026-01-01 23:58:53.265] [info]  IPC: checkReader
[2026-01-01 23:58:53.646] [info]  Relay message received: ping
[2026-01-01 23:58:56.277] [error] Uncaught exception: TypeError: Cannot read properties of null (reading 'stdout')
